uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
wzbtlr52,3377401,Gregory Gavitt,0,1.8,4.8,3.5,3.6,Irene Feldman,ekhymj67
lixodb41,3257524,Edward Roberson,0,2.3,3.3,4.6,4.3,Luis Yoxall,flgkpr62
nslgoa48,2740166,Scott Smayda,0,0.4,2.8,4.1,-1.2,Jeanette Lindley,mmxgfl83
zbetfj78,8231753,Bette Desilva,0,-1.2,3,4.6,2.3,Michelle Cuellar,oqgnwy64
syykmp98,2956947,Robert Cusick,0,-0.2,3,4.6,0.8,Fred Johnson,fj123
fzjonh83,5460796,Ernesto Siegal,0,1.8,3.1,2.5,3.7,Samuel Dalton,wpqorn73
yzgmxf20,1966745,Blake Tibbetts,0,-1.9,3.7,3,3.4,Irene Feldman,ekhymj67
gpstzv59,9550562,Jessie Forbes,1,-0.9,1.7,3.3,-3.8,Samuel Dalton,wpqorn73
nxruqb99,5145611,Alberta Wallace,0,0.1,3.3,3.6,2.4,Jeanne Mason,cnotli32
mjpkya47,7945594,Rosalie Rainey,0,-2.7,-2.5,-1.7,2.2,Jeanne Mason,cnotli32
hcsajc53,6946972,June Moore,0,-2.2,0.6,0.7,-4,Irene Feldman,ekhymj67
vamegd28,3649512,Tyrone Gholston,1,0.9,1.3,1.2,-2.4,Jeanette Lindley,mmxgfl83
fifbtc00,4037389,Dorothy Morse,0,-1.5,0.5,2.2,1.5,Jeanette Lindley,mmxgfl83
kvspzy40,1572947,Nancy Covington,0,-0.3,0.7,2.2,-2.9,Jeanne Mason,cnotli32
ezwlry38,5055736,Helen Stegman,1,-3,1.4,1,2.8,Emily Santos-Bacca,esb99
syxsgl64,4310993,Lauren Chapmon,0,-0.4,4.2,2.8,3.4,Patricia Jackson,hfyvek38
bcjwiz79,8917029,Herbert Roy,1,1.3,2.4,2.5,3.3,Basia Murton,bm8567
scusae85,0184421,Derek Shattuck,1,-1.6,1.9,0.2,-4.7,Paul Prince,wndznn45
usfazv87,4251469,Wallace Pollara,0,0.3,1,3.8,4.2,Irene Feldman,ekhymj67
clrzjz37,2412737,Robert Lee,0,1.7,3.4,4.8,1.8,Anne Hernandez,ssujpa10
dgmraq71,3776279,Pearlie Smith,0,0.8,2.7,3.8,3.4,Fred Johnson,fj123
etazge49,0364763,Kristen Morgan,0,-0.8,0.9,1.6,-5,Marie Roberts,vnxici28
wozfrm59,0642835,Robert Yeager,1,-0.9,3,4.6,-1.1,Patricia Jackson,hfyvek38
ezqwqp25,1358924,Eric Burt,0,-1.9,-0.1,0,0.1,Jeanne Mason,cnotli32
ouyuco95,8780548,Richard Wasson,0,2.3,3.5,4.1,3.7,Dawn Curtin,sweucq96
rswfsl91,1261004,Issac Perry,0,1.1,-0.7,1.8,-3.1,Marie Roberts,vnxici28
xbhpsd18,0831849,Michael Everett,0,-1,0.7,2.1,1,Anne Hernandez,ssujpa10
oafnab19,3578900,Samuel Johnson,1,-2.9,2.3,-0.7,3.7,Fred Johnson,fj123
hemlga82,2384794,Anthony Orr,0,0.6,3.8,2.9,-1.1,Fred Johnson,fj123
mmbqfn60,2904939,Debra Brown,0,-1.4,1.9,3.6,2.4,Basia Murton,bm8567
ypkdro09,9379184,Jeremy Kozak,0,-2.5,-0.7,-1.1,1.5,Paul Prince,wndznn45
bnnmda60,8113444,James White,0,-1.2,-0.3,1.1,0.6,Marie Roberts,vnxici28
wnebov30,9433244,Elizabeth Westerman,0,0.9,2.8,2.5,3.3,Jeanette Lindley,mmxgfl83
zadhzp61,6714383,Kathleen Hampton,0,-2.8,2.6,3.3,2.5,Luis Yoxall,flgkpr62
ctxjid21,0547726,Frank Robson,0,-0.6,3.2,4.1,-4.3,Jeanne Mason,cnotli32
clahed93,5910304,Mitchel Drummond,1,0.8,2.9,0.7,-4,Dawn Curtin,sweucq96
sgurko06,2932131,Maria Vonstein,0,0.7,2.1,2.1,2.8,Fred Johnson,fj123
bfxxxy41,5809022,Andrew Seth,1,0.2,2.7,2.1,-5,Patricia Jackson,hfyvek38
ezeyig25,1126725,Haley Perron,0,1,4,3.7,3.2,Irene Feldman,ekhymj67
gpbllg34,2928510,Jean Dawson,0,-1.2,3.1,4.1,3.8,Paul Prince,wndznn45
cpqvmg50,2673845,Lesia Campbell,1,-0.5,4.5,4,3.6,Fred Johnson,fj123
mxrpnn11,1624771,Kenny Washington,0,0.8,0.9,1.7,2.1,Samuel Dalton,wpqorn73
tjrmcv48,0748805,Susan Large,0,1.3,2.5,0,4.6,Paul Prince,wndznn45
ybemtk58,1378027,Andrew Williams,1,-1.3,0.4,2.2,-4.7,Fred Johnson,fj123
ncerdy02,4915949,Jannie Jones,1,0.3,1.9,1.7,-2.7,Dawn Curtin,sweucq96
jwuxes03,7410551,Rebecca Crowson,0,0.4,3,1.6,0.7,Fred Johnson,fj123
lrlzvb85,4031635,Jesus Postlewait,0,-0.9,2.8,2.5,3,Kenyatta Berrios,ysftax93
dvurdo79,4819233,Chantal Vanbuskirk,0,-1.2,2.8,1.5,-3.6,Patricia Jackson,hfyvek38
qrccqy85,7603948,Carolyn Negron,0,2.4,3.7,4.7,2.2,Paul Prince,wndznn45
oumccx47,9907973,Bobbie Priestley,1,0.8,3.4,3.9,-3.6,Paul Prince,wndznn45
ooiayk29,8238459,James Kinnison,1,-99,-99,-99,-99,Samuel Dalton,wpqorn73
leyzkf90,4771290,Adrienne Pope,1,-3.3,1.7,2.8,-4,Fred Johnson,fj123
vlzhzj44,9366979,Gerald Mouser,0,1.8,2.2,3.6,2,Dawn Curtin,sweucq96
mqpbjk74,3429027,Sara Braden,0,-1.8,3.8,3.9,4.3,Luis Yoxall,flgkpr62
ksvpcf14,3883926,Joseph Reid,1,2.1,3.6,3.7,3.3,Michelle Cuellar,oqgnwy64
lmxosp35,7746978,Kenneth Fiorita,0,0.3,3.8,4.6,4.4,Michelle Cuellar,oqgnwy64
imkfvj78,6916199,Richard Reed,1,3.4,4.2,3.3,2.6,Michelle Cuellar,oqgnwy64
wmacya05,1411041,Samatha Soderlund,1,-3.5,-0.7,0.7,-5,Kenyatta Berrios,ysftax93
mzwezf03,2888909,Brent Mcphee,0,3.5,3.8,3,1.5,Michelle Cuellar,oqgnwy64
kqxfhp70,7885727,Brian Lawton,0,-0.1,2,2.1,1.5,Fred Johnson,fj123
jdmndu56,0411866,Martha Parker,0,1.7,2.9,4.4,3.9,Irene Feldman,ekhymj67
odkgsy18,5272900,Bernadette Schein,0,-1.4,-0.8,-4.8,-2.3,Patricia Jackson,hfyvek38
kquyhz33,8774180,Peter Lee,0,0.4,1,3,4,Dawn Curtin,sweucq96
ntpaei28,4086477,David Dryden,0,2.1,4.4,1.1,3.5,Basia Murton,bm8567
jvjpjo02,7620952,Thomas Wheeler,1,0.5,3.7,4.8,1.5,Kenyatta Berrios,ysftax93
iplahl29,3257642,Pamala Whitehead,1,1,3.5,3.6,4.3,Luis Yoxall,flgkpr62
bunjfw43,8288904,Frances Guercio,1,2.6,1.5,2.2,-1.1,Anne Hernandez,ssujpa10
bxiblg97,7215004,Frieda Hale,0,-1.6,1.8,2.5,3.1,Patricia Jackson,hfyvek38
vyvhle21,7112741,Maria Hammonds,1,-0.7,1.6,1.4,2.2,Jeanette Lindley,mmxgfl83
eltdan40,6061744,Donald Foutch,0,0.4,-0.2,4,-4.8,Jeanette Lindley,mmxgfl83
rqfepb02,7665742,Donald Gilliam,0,0.6,1,1.4,0.9,Emily Santos-Bacca,esb99
fqgpyi44,1292591,Maria Jones,0,-0.4,0,5,3.4,Kenyatta Berrios,ysftax93
jzsnmx82,0424635,Tricia Howery,0,1.2,3.8,3.2,4.1,Samuel Dalton,wpqorn73
bnryql20,2857100,Gregory Evans,0,-2.9,1.7,-1,1,Samuel Dalton,wpqorn73
mwfovi61,1872082,Rodolfo Smith,0,-99,-99,-99,-99,Jeanette Lindley,mmxgfl83
mcmtkt93,9906831,Joann Johnson,0,1.9,4.3,4.9,4.2,Anne Hernandez,ssujpa10
feuybh61,1818609,Thomas Welch,0,1.4,2.4,2.8,3.2,Jeanne Mason,cnotli32
jvxyqj46,8390570,James Falconi,0,-1.2,3.5,2.5,-2.5,Dawn Curtin,sweucq96
hnvgyb33,1696141,Arthur Andres,0,-0.9,3.4,1.8,-0.4,Anne Hernandez,ssujpa10
iyowfe39,1503819,Barbara Groce,1,-2.7,-2,0.7,1,Fred Johnson,fj123
dwveci57,9354304,Phyllis Jones,0,0.4,4,4.5,2.9,Fred Johnson,fj123
vespbf82,0631132,Claude Olsen,1,1.9,0.1,3.6,2.6,Kenyatta Berrios,ysftax93
irtdzk97,8462645,Albert Swanson,1,-0.6,2.4,4,4,Dawn Curtin,sweucq96
jbdolj52,1706112,Gary Wheeler,0,0.6,2.5,4.7,1.4,Marie Roberts,vnxici28
jeiwqn59,4345731,Masako Mcfall,1,0.4,3.6,4.6,-0.4,Anne Hernandez,ssujpa10
wsickl59,8368435,Lindsey Edwards,0,1.9,4.3,3.6,2.6,Irene Feldman,ekhymj67
snilvh46,3099816,Susan Garland,1,-1.3,2.6,0.1,2,Fred Johnson,fj123
tkfpzt08,6437877,Kelly Burch,1,-0.3,4.1,3.2,0.5,Jeanette Lindley,mmxgfl83
hutdhk20,8299900,Jeanne Burbach,0,0.7,3.2,3.4,2.5,Jeanette Lindley,mmxgfl83
qgwlkw89,8057640,Miguel Ranger,0,0.2,2.5,4,4.3,Anne Hernandez,ssujpa10
rqzgio15,8430938,Lois Russell,0,-3.7,-1,1.1,1.7,Michelle Cuellar,oqgnwy64
pbqiuu66,6281840,Jacob Snyder,1,-2.1,-0.3,1,1.2,Jeanette Lindley,mmxgfl83
cncxme61,1183226,Zoraida Brown,0,0.5,0.8,2.1,4,Marie Roberts,vnxici28
enttcj32,6883006,Lillian Schaffner,0,-1.5,0.3,1.2,2.6,Samuel Dalton,wpqorn73
alfbik19,6041243,Rita Richard,1,-0.8,3.6,4.2,-3.2,Irene Feldman,ekhymj67
pzqcnb50,6704455,Gary Owens,0,-1.1,4.8,2.7,1.7,Dawn Curtin,sweucq96
kfhnhq31,2638121,Russell Haynes,0,0.5,3.3,1.7,3.1,Anne Hernandez,ssujpa10
emuhys63,8073406,Angel Martinez,0,0.2,1.3,3,-2.3,Anne Hernandez,ssujpa10
lnaair56,1188682,Leon Mcgriff,0,-3.5,0.1,-0.5,-5,Marie Roberts,vnxici28
qmxwje68,4766976,Brenda Lee,1,-2.8,1,1.1,-0.7,Marie Roberts,vnxici28
ldkghc09,8458076,Darrell Derenzo,1,2.4,4.2,3.6,1.8,Basia Murton,bm8567
jqyton06,6229723,Jayne Quinn,1,-1.7,-1.8,-1.4,-0.2,Jeanette Lindley,mmxgfl83
aehiso55,8452440,Maria Sanchez,1,1.2,0.8,-1.1,-2.5,Patricia Jackson,hfyvek38
nrmnet53,9602799,Mark Nelson,0,-0.1,2.5,3.7,2.6,Jeanette Lindley,mmxgfl83
riuieh82,5637943,Howard Zuber,1,0.4,3.4,4.9,3,Anne Hernandez,ssujpa10
fcpijw00,6322011,Pamela Kurter,0,-1.3,2.5,1.2,3.9,Luis Yoxall,flgkpr62
xouefk11,2180207,Antoinette Petersen,0,-1.3,1,1.8,3.6,Irene Feldman,ekhymj67
dvoyji69,4901701,Sarah Stansberry,0,-0.4,4.1,4.9,3.9,Anne Hernandez,ssujpa10
vjxghr27,5530023,James Mckinney,0,-0.1,0.8,0.8,2.2,Luis Yoxall,flgkpr62
ahombc48,7089132,Dennis Michel,0,-1.9,3.5,2.3,3.5,Kenyatta Berrios,ysftax93
tqutkm45,7726654,Thad Patterson,0,1.8,2.4,2.8,-5,Jeanne Mason,cnotli32
sqrzpo21,6682395,Thomas Michel,0,-1.2,2.8,3.6,2.5,Jeanette Lindley,mmxgfl83
zhcyby22,8263151,John Sproles,0,-0.4,1.1,3.5,0.8,Michelle Cuellar,oqgnwy64
stnlyx17,2357862,Wendell Schmidt,1,-0.7,2.3,3.8,-0.1,Fred Johnson,fj123
zzniun39,6913390,Ray Junker,0,-0.1,-3.8,-1.8,1.5,Irene Feldman,ekhymj67
vjclmi75,3782271,Doris Lindburg,0,0.2,2.6,5,2.5,Kenyatta Berrios,ysftax93
vfylez53,8674273,Consuelo Layne,1,-0.4,1.3,2,-5,Emily Santos-Bacca,esb99
rezaft41,6012169,Melissa Turner,1,-2.2,2,1.8,-4.8,Anne Hernandez,ssujpa10
iwtpji16,1676191,Socorro Tews,0,-1.6,-1.4,-0.7,0.5,Samuel Dalton,wpqorn73
mongbx58,9383132,Gretchen Dupont,0,-1.3,1.4,1.9,3.7,Kenyatta Berrios,ysftax93
sfvdew99,9291771,Andrew Wheeler,0,-2.1,1.3,3.4,4,Basia Murton,bm8567
gxuiob57,5825346,Trista Harris,0,0.1,3.3,4.7,3.6,Dawn Curtin,sweucq96
uphjif59,9900601,Juanita Vega,1,3.1,4.9,3.8,-3.2,Paul Prince,wndznn45
fjxdjg09,9524681,Herman Kaplan,0,-2.7,-0.1,-0.1,-2.6,Kenyatta Berrios,ysftax93
fnjdlw27,2421533,Chris Johnson,1,-2.3,4.1,2,2.4,Emily Santos-Bacca,esb99
qriulj70,1120836,Mark Mullan,0,-1.4,1.5,2.6,0.2,Patricia Jackson,hfyvek38
npkfbk10,5349521,William Antone,1,-0.2,3.4,4,3.9,Anne Hernandez,ssujpa10
zwqcyy70,5564256,John Delmoro,0,1.4,4.8,5,4,Kenyatta Berrios,ysftax93
zlgyjy46,3108398,James Porter,0,-0.5,2.8,2.9,3.6,Samuel Dalton,wpqorn73
mybnzl28,1012584,Ida Shelly,0,1.5,1.8,0,3.8,Jeanette Lindley,mmxgfl83
eultse24,8640850,Virginia Jacobson,0,-1.4,0.5,5,4.7,Paul Prince,wndznn45
zrujvt74,5314382,Dion Edmond,0,-0.2,0.4,1.9,-4.4,Fred Johnson,fj123
pfqbvu25,4030208,Doreen Hart,0,0.9,4.3,4,1.5,Irene Feldman,ekhymj67
hhxpya35,8404004,Sheila Mittman,1,-2.4,4.3,3.6,4.4,Kenyatta Berrios,ysftax93
giumcv62,8564162,Jill Brading,0,-1.3,-0.6,1,0.3,Michelle Cuellar,oqgnwy64
vpphdv83,4362743,Willie Valle,0,-3.7,-5,-4.9,1.8,Dawn Curtin,sweucq96
gcdare26,6260676,Mark Meade,0,0.3,1.8,1.1,1,Marie Roberts,vnxici28
qobdra70,9360612,Natasha Holliday,1,-0.8,3.9,2.6,3.6,Marie Roberts,vnxici28
hwohfp43,0634537,Clara Beaty,0,-1,2.4,2.9,-2.2,Luis Yoxall,flgkpr62
xvzvco14,2693161,Thomas Morrow,1,-2.8,3.8,1.2,-4.5,Fred Johnson,fj123
ylvvog63,5749887,David Roman,1,0.1,4.3,2.7,1.3,Dawn Curtin,sweucq96
xiguyb38,4329354,Georgia Ramey,0,-0.4,2.2,2.2,-3.8,Patricia Jackson,hfyvek38
ricppb10,7669100,Aleshia Miguel,1,0.5,2.9,2.5,4.1,Dawn Curtin,sweucq96
mwajal29,8085446,Ellen Wong,0,-0.2,1.6,-2.2,1.1,Basia Murton,bm8567
bcbxvl32,5810565,Mary Knight,0,0.4,2.8,3.2,2.6,Dawn Curtin,sweucq96
jbdzjg91,4600519,Tracy Simpson,0,0.8,3.6,1.4,3.7,Kenyatta Berrios,ysftax93
pncsqv09,7851984,Suzanne Buckner,1,-1,1.8,0.9,-0.2,Anne Hernandez,ssujpa10
vedkrr11,3496105,Susan Bruce,0,2.3,3,4.8,0.6,Samuel Dalton,wpqorn73
nfytzv46,7372936,Phillip Henry,0,-0.1,2.6,4.7,3.9,Kenyatta Berrios,ysftax93
ijmaae57,2248296,Peter Shepard,1,0.4,-0.3,3.9,-5,Emily Santos-Bacca,esb99
hetrjz93,1569794,Shirley Bourn,0,-1,1.3,3.3,3.1,Michelle Cuellar,oqgnwy64
pkdxbl78,6122361,Robert Carson,1,-2.9,2.1,0.6,-2.2,Jeanette Lindley,mmxgfl83
hxltfc12,0541927,Miranda Gallant,0,-0.1,4.2,3.6,2.1,Basia Murton,bm8567
gvxkab51,3612034,Stephanie Rheaume,1,-1.1,1.6,2.7,2.3,Samuel Dalton,wpqorn73
qbtqjt45,4981113,Charles Elliott,1,-0.5,0.6,4.4,1.7,Patricia Jackson,hfyvek38
cwzyfk82,7062078,Susan Martin,1,-1.6,4,3.4,0.6,Patricia Jackson,hfyvek38
fhqcvi34,2624778,Bernardo Stern,1,-1.2,3.2,2.6,-0.3,Patricia Jackson,hfyvek38
iassrr17,6934485,Elena Cato,0,0.3,1.2,-0.8,-1.3,Samuel Dalton,wpqorn73
srrppb23,6604067,Kenneth Le,0,0.3,4.3,3.3,4.1,Emily Santos-Bacca,esb99
xifazv50,9784617,Patricia Lopez,0,-0.7,2.6,2.9,1.4,Michelle Cuellar,oqgnwy64
pnzxkh61,7698859,Travis Conrad,1,0.3,3.4,1.9,-0.2,Irene Feldman,ekhymj67
jyibcf23,6126646,Jeremiah Washington,0,-2.1,1.3,2.5,3.2,Michelle Cuellar,oqgnwy64
obkqtg08,7629729,Marvin Smith,1,0,3.1,2.6,1.4,Marie Roberts,vnxici28
ymzkno14,0827633,Jamel Thompson,0,-0.4,2.5,3.9,1.7,Fred Johnson,fj123
jrzwfg62,8912721,Gregory Hamilton,0,0.4,0.7,1.6,2.3,Irene Feldman,ekhymj67
zbvsym51,8671478,James Janes,0,-0.4,-1.3,1.7,2.7,Basia Murton,bm8567
cvyqrq56,8469303,Mark Cichowski,1,1.2,3.2,3.3,1.2,Emily Santos-Bacca,esb99
btutcc75,1382081,Santiago Hagen,1,-1.3,3.2,3.1,2.4,Emily Santos-Bacca,esb99
nbtlos75,0662701,Geraldine Campbell,0,1.9,4.7,2.8,4.3,Marie Roberts,vnxici28
nqyrjs86,8429450,Jose Tejada,1,-1.1,3.3,2.9,-4.8,Patricia Jackson,hfyvek38
dknvsi22,8659929,Dorothy Blair,1,-1,3.8,3.1,-0.9,Michelle Cuellar,oqgnwy64
dqgnov42,1314953,Kim Mannino,0,0,1.4,1.4,1.5,Luis Yoxall,flgkpr62
znrgek42,5971910,Ronald Monterroso,0,0,3.6,2.3,-1.4,Fred Johnson,fj123
schvxx52,1139749,Kimberly Jackson,0,-0.7,1.8,4.2,4.4,Jeanne Mason,cnotli32
nowdsy15,8752967,Daniel Gonzales,0,-0.3,0.4,2.2,-4,Patricia Jackson,hfyvek38
lvssyc69,1377328,Herman Osborne,0,-1.9,2.3,3.6,0.2,Irene Feldman,ekhymj67
vnomrx95,8615361,Ruth Herbert,0,0.6,4.4,2.6,1.3,Anne Hernandez,ssujpa10
fijbli30,9700936,Judith Smart,0,-4.2,-3.8,-2.5,0.2,Samuel Dalton,wpqorn73
wwojhg20,1396588,Ora Griffin,0,0.2,4.5,4.8,3.8,Paul Prince,wndznn45
fedumx20,5603676,Elizabeth Pendleton,0,-2.9,0.3,0.1,-1,Samuel Dalton,wpqorn73
rijcga18,2200561,Ami Daniel,0,-0.5,3.3,4.9,4.1,Luis Yoxall,flgkpr62
vfxxqw76,6458100,Tommy Taft,1,1,4.4,4.1,1.2,Marie Roberts,vnxici28
frdgjt79,1233970,Gloria Mcomber,0,-0.3,3.9,3.6,0,Basia Murton,bm8567
cqfgpo51,1165431,Daniel Roper,1,-2.8,3.9,1.7,-4.8,Patricia Jackson,hfyvek38
rkfyty47,9910602,David Tran,0,1.1,4.2,4.9,3.6,Irene Feldman,ekhymj67
sqzbme53,8554393,Marcy Leclair,0,3.4,3.6,4.1,0.3,Jeanette Lindley,mmxgfl83
gxrgpf75,7663177,James Selby,0,2.6,3.3,4.2,1.8,Emily Santos-Bacca,esb99
ssqdgx47,2766858,Allan Laplante,0,1.1,5,1.4,3.8,Patricia Jackson,hfyvek38
wlmvya63,5249323,Alvin Brevard,0,-2.8,2.5,2.8,1.6,Jeanne Mason,cnotli32
vebwsm81,3598799,Melvin Herron,0,-99,-99,-99,2,Michelle Cuellar,oqgnwy64
tvpnie97,3760727,Alice Dehaan,1,-3.3,-4.4,-4.4,-3.9,Dawn Curtin,sweucq96
xxuiyb59,0848861,Richard Bergeron,1,3.3,3.1,2.8,0.1,Michelle Cuellar,oqgnwy64
uiplix89,2553648,Salvador Tanner,0,0,5,-1.1,4.3,Jeanette Lindley,mmxgfl83
bfdalp53,3267108,Julie Ortiz,0,-0.8,-1.6,-2.8,2.5,Paul Prince,wndznn45
pbghmb63,6965623,Carlos Wright,0,-0.6,4.2,2.8,4,Patricia Jackson,hfyvek38
iyyxhr83,4771702,Timothy Hendrix,0,1.3,1.1,3.8,2.5,Emily Santos-Bacca,esb99
xrauuu98,3695631,Eva Batton,0,0,2.6,4.2,-0.7,Luis Yoxall,flgkpr62
hpwjbo54,9312679,Peter Taylor,0,-1.2,3,4.7,3.8,Anne Hernandez,ssujpa10
zoaeow95,8987044,Nicole Foster,0,-2.8,0.3,2,-1.6,Basia Murton,bm8567
fiqajd63,1110913,Joseph Kantor,1,-1.9,3.1,1.5,2.1,Basia Murton,bm8567
grdqnw14,0003668,Robin Pena,1,-0.7,4.4,1.8,3.3,Dawn Curtin,sweucq96
sowlxu18,1150548,Paula Pinnock,1,-3.3,-2.8,-3.1,0.2,Luis Yoxall,flgkpr62
vpbdnq11,5283864,Amber Ball,0,-0.4,3.1,4.3,0.5,Jeanette Lindley,mmxgfl83
mhmefx25,0100042,Kevin Turner,1,-1.1,3.4,2.5,-3.3,Fred Johnson,fj123
jdhhfx99,6870734,Doug Martin,1,0.1,1.9,4.2,2.3,Jeanne Mason,cnotli32
qtvedj84,3100322,Esther Elwick,0,-0,2.7,4.1,1.3,Patricia Jackson,hfyvek38
jcpzgg23,9930836,Melanie Florido,1,1.2,1,1.8,3.6,Paul Prince,wndznn45
ikytvh99,1310302,Casey Brown,0,0.2,-0.8,-99,3.9,Kenyatta Berrios,ysftax93
mkugzs87,7985289,Jessica Wadsworth,0,-1.7,4.3,3.1,3.3,Dawn Curtin,sweucq96
hsliwd05,6421943,Bob Dargan,1,-3.5,2.7,3.7,0.6,Samuel Dalton,wpqorn73
clixnr42,5769160,Sandra Williams,0,-1.5,0.5,0,0.1,Luis Yoxall,flgkpr62
czgeqm25,0343050,Chris Martin,1,-2.4,0.7,-2,-0.1,Luis Yoxall,flgkpr62
cbbqdz69,1610296,Tiara Perez,0,-2.3,3.3,4.1,4.1,Emily Santos-Bacca,esb99
hpuaai73,6656917,Jennifer Turberville,0,-1.6,-1.4,-1.2,-5,Michelle Cuellar,oqgnwy64
fdnziy67,5176014,Samuel Pileggi,0,0.3,2.8,5,2.3,Fred Johnson,fj123
pzdrxm58,0969444,Scott Kemp,0,-0.6,1.1,2.2,-2.2,Marie Roberts,vnxici28
iacfcv40,9998737,William Fisher,0,-4,0.8,1.8,1.8,Emily Santos-Bacca,esb99
qlgefw31,1631226,John Lindstrom,0,-1.9,0.7,4.2,3.4,Paul Prince,wndznn45
jbambc71,3074391,Meredith Kinnison,0,1.3,2.6,0.8,1.6,Kenyatta Berrios,ysftax93
jcwvmx01,7341909,Michael Orr,0,-1,-1.7,2.1,-5,Anne Hernandez,ssujpa10
wgqenh68,4280055,Brett Mathwich,0,-5,-5,2.2,2.5,Jeanette Lindley,mmxgfl83
ytrxum24,5264787,Sarah Creech,1,-3.5,-3,-2.7,4.4,Irene Feldman,ekhymj67
krfzht38,6886634,Martha Nocera,1,1,1.6,1.6,-5,Fred Johnson,fj123
xaikjt19,3021598,Jennifer Duncan,0,-2.3,1.8,1.3,3.7,Paul Prince,wndznn45
ludfff41,1003763,Matilda Ryan,1,-2.8,2,1.3,3.5,Jeanne Mason,cnotli32
zfpkcn30,4875866,Michele Marshall,0,-2.6,-0.6,-1,-0.7,Luis Yoxall,flgkpr62
xahbch46,2673998,Nancy King,1,1,3.8,3.4,0.5,Jeanne Mason,cnotli32
njljff59,8493572,James Goldman,0,-0.6,4.1,3.7,2.8,Kenyatta Berrios,ysftax93
prnqdz52,5604198,Brandon Rodriguez,0,0.4,3,3.9,3.9,Luis Yoxall,flgkpr62
gxxpfi59,8145399,Brittany Johnson,0,-0.5,3.4,4,1.4,Samuel Dalton,wpqorn73
bqxokd80,5065827,Marta Wahlberg,1,0,0,0,-0.2,Samuel Dalton,wpqorn73
gnhimq50,7526517,Alvaro Menard,1,0.2,4.5,2.5,-0.6,Samuel Dalton,wpqorn73
ayyyby53,3923317,Angela Wise,0,1.5,2.3,0.9,2.6,Jeanette Lindley,mmxgfl83
qqdmcw28,5663028,Martha Levi,1,-1.5,1.5,0.8,-4.9,Samuel Dalton,wpqorn73
ilfaub65,2512835,Sarah Conner,1,-1,0.2,-99,4.5,Anne Hernandez,ssujpa10
uwrhvr75,0588893,Angela Merkel,0,-1.1,1.1,2.7,2.7,Samuel Dalton,wpqorn73
dyeivu23,6282257,Lane Burke,0,-1.4,2.2,4.1,3,Patricia Jackson,hfyvek38
kebyps23,0964762,Inez Cowan,0,1.1,3.5,3.5,-3.2,Michelle Cuellar,oqgnwy64
sirabc08,7822404,James Butler,1,-1.4,3.6,2.8,-0.3,Patricia Jackson,hfyvek38
yxxdic09,9287675,Carol Morrison,0,1,4,1.5,-0.4,Luis Yoxall,flgkpr62
vauiev37,2590594,Jc Bono,0,-0.3,-0.6,-0.1,-1.6,Kenyatta Berrios,ysftax93
zxqeij32,4301479,Amber Benenati,0,0.5,2.9,2.7,0.3,Dawn Curtin,sweucq96
itgugy92,4000244,Lucy Oliver,0,0.8,0.7,2.2,-3.8,Marie Roberts,vnxici28
snwcnf13,2739370,James Rice,0,-0.3,2.6,4.8,4,Irene Feldman,ekhymj67
pfztxr50,8239132,Neil Linderman,0,-2,2.2,1.1,1.2,Dawn Curtin,sweucq96
zlaqcw24,7206522,Larry Bell,0,-3.3,0.9,3.1,-0.2,Anne Hernandez,ssujpa10
kyxstx10,4831672,Pamela Miller,0,-0.9,4.3,2.6,-0.5,Kenyatta Berrios,ysftax93
csldvi53,5739961,Phyllis Hart,0,0.6,2.5,4,-0.9,Basia Murton,bm8567
qakpju38,4699080,Stephanie Yuen,0,-99,-99,-99,4.9,Luis Yoxall,flgkpr62
zjpdla34,5546203,Oliver Ireland,0,-2.6,2.8,3.3,3.4,Kenyatta Berrios,ysftax93
pwltwu94,0613134,Rodney Gilbert,0,1.8,2.2,4.3,2.7,Paul Prince,wndznn45
mtpxaz07,4075596,Neal Wlodarek,1,0.4,0.7,3.4,2,Samuel Dalton,wpqorn73
pgqxna92,9483991,Rita Everett,0,-2.1,3.1,4.9,3.1,Jeanne Mason,cnotli32
yeuwyg89,9556425,Troy Cook,1,-2.8,1,-99,1.3,Basia Murton,bm8567
kxwlcv05,3384728,Juanita Gordon,0,-0.6,2,0.4,-2.7,Patricia Jackson,hfyvek38
yeggcg17,0951013,Addie Nixon,0,3,5,1.6,4.6,Michelle Cuellar,oqgnwy64
rvcagq24,2667680,Phung Brauer,0,-0.3,1,2.9,3.3,Basia Murton,bm8567
plyfuv80,6946304,David Say,0,0,4.6,2.8,3.9,Patricia Jackson,hfyvek38
olnvnh73,3201673,David Cox,0,-1.8,-1,1.8,3.6,Fred Johnson,fj123
dqbcil67,9257594,Karolyn Figures,1,-1.1,3.4,4,3.4,Fred Johnson,fj123
hzmhuu97,5828419,Nicole Ruiz,0,-1.2,0.3,0.4,-2,Irene Feldman,ekhymj67
fwmsxp20,1064736,Maryjane Paras,0,1.1,3.1,4.6,3.5,Patricia Jackson,hfyvek38
xrdptw66,2900255,Richard Nunez,0,0.8,1.7,1.8,-2.2,Basia Murton,bm8567
xkwkyn32,1923390,Tara Diaz,0,-0,4.8,3.3,3,Basia Murton,bm8567
rqslut93,1657874,Elizabeth Yeager,1,-4,1,3.9,2.1,Jeanette Lindley,mmxgfl83
